Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style,positive_sentiment,negative_sentiment,asin,id,num_tokens,review_num_tokens,eval_response,Review Summary,Buyer Motivation,Customer Expectations,How the product is used,Where the product is used,User Description,Packaging,Season,When the product is used,Price,Quality,Durability,Ease of Use,Setup and Instructions,Noise and Smell,Colors,Size and Fit,Danger Appraisal,Design and Appearance,Parts and Components,Issues
2022-12-09,A. G.,yes,-,Can't wait till spring,I bought 2 of these and plan on getting another It was very easy to put together but not in 45minutes as the books says With 2 people it still took an hour or so The units are wellbuilt Just remember to remove the plastic coating before putting it together We missed 2 sides and had to do it after filling the 1st bed We filled the bed with weeds grasses logs cardboard etc and will finish filling them this spring They look excellent Would recommend these in a heart beat,5,-,-,https://www.amazon.com/gp/customer-reviews/R37L0O30LOM9XV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B09SQZJV67,Color: Gray,0.8191649317741394,0.0462340079247951,B09SQZJV67,23,100,100,"{'Review Summary': 'Great product, easy to assemble', 'Buyer Motivation': 'To create raised beds for gardening', 'Customer Expectations': 'To have a sturdy and durable product', 'How the product is used': 'To fill the beds with weeds, grasses, logs, and cardboard', 'Where the product is used': 'In the garden', 'User Description': 'Gardeners', 'Packaging': 'Not mentioned', 'Season': 'Spring', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Great quality', 'Durability': 'Not mentioned', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Took longer than expected to assemble', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Excellent appearance', 'Parts and Components': 'Not mentioned', 'Issues?': 'None mentioned'}","Great product, easy to assemble",To create raised beds for gardening,To have a sturdy and durable product,"To fill the beds with weeds, grasses, logs, and cardboard",In the garden,Gardeners,Not mentioned,Spring,Not mentioned,Not mentioned,Great quality,Not mentioned,Easy to assemble,Took longer than expected to assemble,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Excellent appearance,Not mentioned,None mentioned
2023-06-05,Carolyn D.,yes,-,Meets our need.,Bought two A bit flimsy for the money but better when filled with dirt 3 stars Time will tell how they hold up They look really good 5 stars,4,-,-,https://www.amazon.com/gp/customer-reviews/R15L2LBO97EOIQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B09SQZJV67,Color: Gray,0.0159640293568372,0.0062768021598458,B09SQZJV67,24,34,34,"{'Review Summary': 'Bought two', 'Buyer Motivation': 'A bit flimsy for the money but better when filled with dirt', 'Customer Expectations': '3 stars', 'How the product is used': 'Time will tell how they hold up', 'Where the product is used': 'They look really good', 'User Description': '5 stars', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Bought two,A bit flimsy for the money but better when filled with dirt,3 stars,Time will tell how they hold up,They look really good,5 stars,,,,,,,,,,,,,,,
2023-03-07,Amazon Customer,yes,-,Great raised bed,This went together easily It took about 45 minutes It is easy to fill with compost and dirt Waiting on this summer to see how the plants grow in it,5,-,-,https://www.amazon.com/gp/customer-reviews/RTBVDIBF1P8FD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B09SQZJV67,Color: Gray,0.92064368724823,0.0129956128075718,B09SQZJV67,25,31,31,"{'Review Summary': 'Easy assembly and filling, waiting to see plant growth', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}","Easy assembly and filling, waiting to see plant growth",,,,,,,,,,,,,,,,,,,,
2023-03-27,Christian BortznerChristian Bortzner,yes,-,Lots to fill,This is a very large container It took a lot of time and about 1400 lbs of material to fill it So the cost of the bed was just the beginning of the project I assembled it by myself but a second person would have been very helpful Also every piece has a plastic film on it which needs to be removed It is good looking and should be productive but be prepared for a big project when you receive it,5,https://m.media-amazon.com/images/I/81kKySKC6fL.jpg,-,https://www.amazon.com/gp/customer-reviews/RHDUX86JXPO7H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B0BW4Z3NBQ,Color: Wood Grain,0.2263932675123214,0.2890314161777496,B09SQZJV67,26,83,83,"{'Review Summary': 'Good looking but requires a lot of effort', 'Buyer Motivation': 'To have a large container', 'Customer Expectations': 'To have a productive container', 'How the product is used': 'To store a large amount of material', 'Where the product is used': 'Any location with enough space', 'User Description': 'Anyone in need of a large container', 'Packaging': 'Each piece has a plastic film that needs to be removed', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': 'Good looking', 'Parts and Components': '', 'Issues?': 'Requires a lot of effort to fill and assemble'}",Good looking but requires a lot of effort,To have a large container,To have a productive container,To store a large amount of material,Any location with enough space,Anyone in need of a large container,Each piece has a plastic film that needs to be removed,,,,,,,,,,,,Good looking,,Requires a lot of effort to fill and assemble
2022-10-14,T-RA,yes,-,Flimsy material,Material is super thin  So I had to send it back  Basic roofing would be cheaper,2,-,-,https://www.amazon.com/gp/customer-reviews/R2ZQIH8LYXMNFF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B09SQZJV67,Color: Gray,0.0175386033952236,0.7742030620574951,B09SQZJV67,27,18,18,"{'Review Summary': 'Material is super thin', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'So I had to send it back. Basic roofing would be cheaper.'}",Material is super thin,,,,,,,,,,,,,,,,,,,,So I had to send it back. Basic roofing would be cheaper.
2023-04-10,Amazon Customer,yes,-,Raised planting beds,These raised planting beds work well  we have the soil in them  they are sturdy  we will plant veggies in them next week  if all goes well I will probably order more next year,5,-,-,https://www.amazon.com/gp/customer-reviews/R3G8RMKR272QLO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B0BW4Z3NBQ,Color: Wood Grain,0.8903419375419617,0.0080956723541021,B09SQZJV67,28,38,38,"{'Review Summary': 'Raised planting beds that work well', 'Buyer Motivation': 'To plant veggies', 'Customer Expectations': 'To have sturdy planting beds', 'How the product is used': 'For planting veggies', 'Where the product is used': 'Garden', 'User Description': 'Gardeners', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'None'}",Raised planting beds that work well,To plant veggies,To have sturdy planting beds,For planting veggies,Garden,Gardeners,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,None
2023-04-07,Amazon Customer,yes,-,On time,It was very good easy to put up Iam very happy,5,-,-,https://www.amazon.com/gp/customer-reviews/R3LR95F37IVMF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09SQZJV67,B09SQZJV67,Color: Gray,0.969480037689209,0.0048819640651345,B09SQZJV67,29,12,12,"{'Review Summary': 'Very good and easy to put up', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Very good and easy to put up,,,,,,,,,,,,,,,,,,,,
2023-02-16,Ole MissOle Miss,yes,yes,Nice Product,I am in the process of getting rid of all my garden containers and putting all my plants in raised gardens  You can see the old black containers in the background of the image The picture you see has three raised garden boxes I didnt know what to get so I bought a 1 foot 1 12 foot and 2 foot tall raised garden boxes All of the boxes are 4 foot by 8 foot in size The two gray raised garden boxes are the ANLEOLIFE boxes  The tan garden box in the back was from another company  The ANLEOLIFE boxes were of much thicker steel than the other companies box  Now I paid twice as much for the ANLOELIFE boxes but they seem worth it to me All the bolts and wing nuts were included and they were galvanized  Everything went together nicely I will have to wait to use them to see which of the two ANLEOLIFE boxes I like the most The 2 foot tall one requires less bending but it takes a lot of dirt to fill up Its also oval shaped so you loose a little planting space  The 1 12 foot tall model seems to be a happy medium between the shorter and taller garden boxes It does have center bracing that should help from making the box bow out  The oval box does not have center bracing  Its shape probably makes up for it and I am not worried about it at this time  Im hoping to get a few years use out of these boxes  Overall Im happy with my purchase and look forward to getting my garden going,5,https://m.media-amazon.com/images/I/41cIdH4+xFL.jpg,-,https://www.amazon.com/gp/customer-reviews/R136QNER3B71HW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F,B0BDLC31M4,Size: 8×4×1.5ft Tall | Color: Rectangle-quartz Grey,0.951168656349182,0.0056996475905179,B0BDLH5M3F,30,311,311,"{'Review Summary': 'Happy with my purchase and look forward to getting my garden going', 'Buyer Motivation': 'Getting rid of old garden containers and transitioning to raised garden boxes', 'Customer Expectations': 'To have durable and easy-to-assemble raised garden boxes', 'How the product is used': 'To plant and grow plants in the garden', 'Where the product is used': 'In the garden', 'User Description': 'Gardener', 'Packaging': 'All bolts and wing nuts included, galvanized', 'Season': 'N/A', 'When the product is used': 'N/A', 'Price': 'Paid twice as much for ANLEOLIFE boxes, but worth it', 'Quality': ""ANLEOLIFE boxes are of much thicker steel than other company's box"", 'Durability': 'Hoping to get a few years of use out of these boxes', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'N/A', 'Noise and Smell': 'N/A', 'Colors': 'N/A', 'Size and Fit': '2-foot tall box requires less bending but takes more dirt to fill up', 'Danger Appraisal': 'N/A', 'Design and Appearance': 'N/A', 'Parts and Components': 'All bolts and wing nuts included', 'Issues?': 'Oval-shaped box loses a little planting space, but not worried about it at this time'}",Happy with my purchase and look forward to getting my garden going,Getting rid of old garden containers and transitioning to raised garden boxes,To have durable and easy-to-assemble raised garden boxes,To plant and grow plants in the garden,In the garden,Gardener,"All bolts and wing nuts included, galvanized",N/A,N/A,"Paid twice as much for ANLEOLIFE boxes, but worth it",ANLEOLIFE boxes are of much thicker steel than other company's box,Hoping to get a few years of use out of these boxes,Easy to assemble,N/A,N/A,N/A,2-foot tall box requires less bending but takes more dirt to fill up,N/A,N/A,All bolts and wing nuts included,"Oval-shaped box loses a little planting space, but not worried about it at this time"
2023-01-04,TjitskeTjitske,-,yes,tedious to assemble,This raised garden bed is sturdy once assembled but it is quite a pain to put together There are 10 panels that need to be attached each with 8 screws with a wingnut on the inside So 80 screws total which is a lot That being said all those screws is what makes is so sturdy which it needs to be to hold all the dirt and plants youll be putting in it Pic shows it partially completed if you are assembling it by yourself you will probably not want to do it all at onceCosmetically it looks nice I like that it is painted and not just bare metal It comes in protective packaging although one of my pieces has some paint scraped off that mustve happened at the factory Fortunately the metal underneath is galvanized so it still shouldnt rust I live in an area that gets lots of precipitation so I will be putting that to the test,4,"https://m.media-amazon.com/images/I/61UAV4esaZL.jpg , https://m.media-amazon.com/images/I/918PVfy3jdL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2UJSDLTZ4EUO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F,-,-,0.2035305351018905,0.2761783301830292,B0BDLH5M3F,31,172,172,"{'Review Summary': 'Sturdy once assembled but a pain to put together', 'Buyer Motivation': 'To have a raised garden bed', 'Customer Expectations': 'To hold dirt and plants', 'How the product is used': 'For gardening', 'Where the product is used': 'Outdoor garden', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Protective packaging, but some paint scraped off', 'Season': 'All seasons', 'When the product is used': 'Anytime', 'Price': 'Not mentioned', 'Quality': 'Sturdy', 'Durability': 'Not mentioned', 'Ease of Use': 'Difficult to assemble', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Painted', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Cosmetically nice', 'Parts and Components': 'Not mentioned', 'Issues?': 'Some paint scraped off'}",Sturdy once assembled but a pain to put together,To have a raised garden bed,To hold dirt and plants,For gardening,Outdoor garden,Gardening enthusiasts,"Protective packaging, but some paint scraped off",All seasons,Anytime,Not mentioned,Sturdy,Not mentioned,Difficult to assemble,Not mentioned,Not mentioned,Painted,Not mentioned,Not mentioned,Cosmetically nice,Not mentioned,Some paint scraped off
2023-04-19,ReneeRenee,yes,yes,Worked great for our needs.  We're getting older so it's nice not to bed over all the time.,Im a 60 year old lady and it was easy to put together myself  The top and bottom edge are rolled so there are no sharp edges on the top or the need for a protective cover that will fall apart over timeI added two threaded 14 rods in the center just in case it started to bulge with the weight of the soil  No one has mentioned this in the reviews but I didnt want to have to empty it to fix the problem  If you do this you will need a 14 coupling and a standard screw and washer as the ones that come with it are metricI placed stumps and thick branches in the bottom then twigs leaves and grass  Ill fill the top with soil so it doesnt cost so much fillVery happy with the product,5,"https://m.media-amazon.com/images/I/415V+GAZOaL.jpg , https://m.media-amazon.com/images/I/41kHxAu5ZhL.jpg , https://m.media-amazon.com/images/I/51Te0541YSL.jpg , https://m.media-amazon.com/images/I/51gNUflDnZL.jpg , https://m.media-amazon.com/images/I/51wD2zEjNgL.jpg , https://m.media-amazon.com/images/I/61-olnpKwqL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1M101MYKTAO2F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F,B0BDLDFCRG,Size: 6×3×2ft Tall | Color: Oval-quartz Grey,0.9430860877037048,0.0159266348928213,B0BDLH5M3F,32,153,153,"{'Review Summary': 'Very happy with the product', 'Buyer Motivation': 'To have a raised garden bed', 'Customer Expectations': 'To have a sturdy and easy-to-assemble garden bed', 'How the product is used': 'To grow plants and vegetables', 'Where the product is used': 'Garden', 'User Description': '60-year-old lady', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'No issues mentioned'}",Very happy with the product,To have a raised garden bed,To have a sturdy and easy-to-assemble garden bed,To grow plants and vegetables,Garden,60-year-old lady,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Easy to put together,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,No issues mentioned
