"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
60,4,"Great toy for kids, but some beads get stuck","Unknown","0.9258798","0.0028126626","Fix issue with stuck beads","Beads get stuck towards the bottom","In the car to keep kids entertained","[]","Car","Positive","No","NaN","Yes","Great boredom buster for kids","Yes","Beads get stuck","Unknown","Unknown","Unknown","Parent who uses the toy to keep their child entertained in the car","Stuck Beads!","This is a great toy to have in the car for the kids to play with my son thoroughly enjoys it My only gripe is that we have a few beads that are stuck towards the bottom and it dont popup like the rest Otherwise great boredom buster for the kids","B07XCRVK2Y","B07X7YFZWG"
61,5,"Great for kids and adults, perfect for travel","Unknown","0.98994255","0.0017172751","Unknown","Unknown","For playtime","[]","At home and during travel","Positive","No","NaN","Yes","Endless playtime, loved by the whole family including the 1-year-old","No","NaN","Unknown","Unknown","Unknown","Unknown","Great for all ages","This offer endless amounts of play time for kids and admittedly adults too The family loves them Even my 1 year old Great for travel","B07XCRVK2Y","B07X7YFZWG"
62,5,"Great toy for quiet time activities, but stylist needs to be connected to the tablet","Tablet and stylist","0.9801463","0.0014975389","Stylist to be connected to the tablet with a string or wire","Stylist is too easy to lose","Quiet time activity at a restaurant or in the car","[]","Restaurant, car","Positive","No","NaN","Yes","Great for quiet time activities, loved by the whole family","No","NaN","unknown","unknown","unknown","Family with young children","Great toy- good quiet time activity","The whole family loves this toy Its great for a quiet time activity at a restaurant or in the car to replace a screen My only issue is that the stylist needs to be connected to the tablet with a string or wire Too easy to lose Excellent toy","B07XCRVK2Y","B07X7YFZWG"
63,5,"Great toy for on-the-go entertainment","Unknown","0.96402866","0.011244018","Unknown","Unknown","On-the-go entertainment, at restaurants","[]","Unknown","Positive","No","NaN","Yes","Provides entertainment for kids and adults, attention-grabbing","No","NaN","Unknown","Unknown","Unknown","Unknown","Keeps the kids busy","My absolute go to toy for on the go and at restaurants Kids will spend a good chunk of time with them I find myself playing with it if they are now Definitely gets everyones attention","B07X7YFZWG","B07X7YFZWG"
64,5,"Great for autistic children","Unknown","0.9322303","0.0076114484","Unknown","Unknown","Entertainment for autistic child","[]","Unknown","Positive","No","NaN","Yes","Grandson enjoys it","No","NaN","Unknown","Unknown","Unknown","Grandparent of autistic child","Drawing board","Bought it for my 6 yr old grandson who is autistic and he enjoys it","B07XCRVK2Y","B07X7YFZWG"
65,5,"Great for kids, especially those with autism, but needs improvement in pen attachment","Magnetic drawing board, pen","0.9720457","0.0070891073","Pen attachment with string","Lost pen due to lack of attachment","Drawing and writing","[]","Unknown","Positive","No","NaN","Yes","Great for kids, especially those with autism","No","NaN","Unknown","Unknown","Unknown","Parent of children, one of whom is autistic","Tool easy to lose","I love this for my kiddos Especially my autistic one I wish the pen had a string type attachment Bought two boards and we can only find one tool","B07XCRT49W","B07X7YFZWG"
66,5,"Positive review with no specific feedback","Unknown","0.9862846","0.0036672777","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Positive feedback","No","NaN","Unknown","Unknown","Unknown","Unknown","nice","Great product Black is best color","B07X7YFZWG","B07X7YFZWG"
67,5,"Sturdy and loved by kids","Unknown","0.98626244","0.0016991259","Unknown","Unknown","Entertaining three-year-old kids","[]","Vacation","Positive","No","NaN","Yes","Loved by kids and held up to use","No","NaN","Unknown","Unknown","Unknown","Unknown","Hours of entertainment","This was a hit for all the three year old cousins at a weeklong vacation They loved it and it held up to all the use just fine Seems very sturdy","B07XCRVK2Y","B07X7YFZWG"
68,4,"Fun toy, but too loud for long journeys","Unknown","0.27684462","0.3625862","Quieter operation","Too loud for long journeys","Entertainment for children","[]","On a road trip","Positive","No","NaN","Yes","Loved by 2yr old, 5yr old, and 7yr old","Yes","Too loud for long journeys","Unknown","Unknown","Unknown","Parent who purchased the toy for their children","Not road trip friendly","Very cool toy my 2yr old my 5 yr old and my 7 yr old loved it  Unfortunately I bought this for a road trip and instantly regretted it bc they r so loud Not ideal for long journeys","B07X7YFZWG","B07X7YFZWG"
69,2,"Easy to use for a child.","Unknown","0.842364","0.02329312","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Easy for a child to use","No","NaN","Unknown","Unknown","Unknown","Unknown","Unmet expectation","Easy use for child","B07XCRVK2Y","B07X7YFZWG"
70,3,"Disappointed with the size of the product","Unknown","0.13474587","0.40000057","Larger size options","Product size is smaller than expected","Unknown","[]","Unknown","Disappointment","No","NaN","No","NaN","Yes","Product size is smaller than expected","Unknown","Unknown","Unknown","Unknown","Smaller than expected","I was expecting these to be bigger than what they actually are","B07XCRT49W","B07X7YFZWG"
71,5,"Great toy for kids, but could use improvements in design and color options.","Magnetic drawing board with pen","0.87836814","0.017144136","Pen attached to board with string, more color options","Pen gets lost easily, limited color options","As a toy for a 4-year-old during car trips and rest time","[]","In the car, at home","Positive","No","NaN","Yes","Child hasn't tired of it yet","Yes","Pen gets lost easily, limited color options","Unknown","Unknown","Unknown","Parent of a 4-year-old","Kids love this","My 4 year old plays with this in the car on car trips and everyday during her rest time over the last 3 weeks She hasnt tired of it yetI only wish two things were different1 Have the pen on a string attached to the board We have lost it in the car and I had to pull over to find it for my kids2 More colors I bought the blue for my girls I dont like the black More colors would be great","B07XCRT49W","B07X7YFZWG"
72,5,"Popular toy among preschoolers and teachers","Unknown","0.9909799","0.0014922095","Unknown","Frequent fighting among preschoolers","As a toy in a preschool classroom","[]","Preschool classroom","Positive","No","NaN","Yes","Loved by preschoolers and teachers","No","NaN","Unknown","Unknown","Unknown","Preschool teacher or parent","Great product!","My preschool class loves this toy  they fight over it every day and us teachers love it too","B07XCRVK2Y","B07X7YFZWG"
73,1,"Poor quality product that rusts easily and is not durable","Tablet with small balls that rust easily","0.0012810332","0.99653465","More durable materials, better design to prevent rusting","Rusts easily, not durable, not worth the money","Unknown","[]","Unknown","Negative","Yes","Poor quality, not worth the money","No","NaN","Yes","Rusts easily, not durable","Unknown","Unknown","Unknown","Unknown","Gets Rusty Quick","These little balls in the tablet get rusty even if its just a tiny bit of spill of food or liquid And kids have dirty hands so this thing was destroyed about a week after we got it It is complete junk and not worth the moneyshipping it your house and throwing it in the trash adding to our landfills All in 1 week","B07X7YFZWG","B07X7YFZWG"
74,5,"Great toy for keeping kids busy and developing skills.","Unknown","0.93223935","0.0057837004","Unknown","Unknown","To keep little ones occupied and encourage creativity","[]","Unknown","Positive","No","NaN","Yes","Encourages creativity, develops fine motor coordination","No","NaN","Unknown","Unknown","Unknown","Unknown","Busy toy to keep the little ones occupied","Busy toy to keep the little ones occupied encourages creativity develops fine motor coordination","B07X7YFZWG","B07X7YFZWG"
75,3,"Toy is too loud for quiet environments, not suitable for doctor's offices.","Magnetic beads inside, noisy clacking sounds","0.20424652","0.1594286","Quieter operation, warning about noise level on packaging","Very loud, not suitable for quiet environments","As a busy toy for kids during appointments","[]","Doctor's offices","Negative","No","NaN","No","NaN","Yes","Toy is too loud for quiet environments","Unknown","Unknown","Unknown","Parent who bought the toy for their child to use during appointments","Fun but LOUD.","So my kid likes it But I ultimately bought it to add to my arsenal of busy toys for when she has to sit through her brothers PT appointments since I have to bring her along with us The problem that I did not anticipate is that this toy is VERY loud and isnt conducive to a quiet drs office The magnetic beads inside rattle loudly when shifted but it also makes very noisy clacking sounds when the magnetic bead is drawn up or pushed back down It is actually astounding how loud it can be I expected maybe a small amount of noise but its quite amplified Theres just no way to prevent it I had no idea it was going to be as noisy as it is or I wouldnt have bought it","B07XCRT49W","B07X7YFZWG"
76,5,"Great product for special needs classroom","Unknown","0.97692037","0.004762329","Unknown","Unknown","In a special needs classroom","[]","Classroom","Delight","No","NaN","Yes","Loved by special needs kiddos","No","NaN","Unknown","Unknown","Unknown","Teacher or caregiver for special needs children","Perfect for SpEd classroom","I purchased this for a classroom for special needs kiddos They LOVED IT","B07X7YFZWG","B07X7YFZWG"
77,4,"Kids loved it initially, but design flaw led to frustration.","Magnetic pen","0.1775183","0.49764627","Pen should be attached by a string to prevent loss","Pen easily lost, frustrating for kids","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Design flaw led to frustration","Unknown","Unknown","Unknown","Parent or caregiver of children who used the product","Kids loved it","The kids loved this for the first day until they lost the magnetic pen I swear it had feet Perhaps it should be attached by a string","B07XCRVK2Y","B07X7YFZWG"
